,"""Pre-SI-0000000407""",2000000508,06/09/2016,Pre-SI-,Lysten Global,06/09/2016 0:00,1,INR,Standard Selling,INR,1,37966,40525,40525,Debtors - LG,Ship/00004,ROHIT MEDICO,ROHIT MEDICO,06/09/2016 0:00,1,37966,37966,37966,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,2559.09,37966,2559.09,2559.09,37966,2559.09,,ACTIRAB - L CAP,ACTIRAB - L CAP,10,Strip,1,102.9,10290,102.9,10290,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6107,100,Strip,100,10290,10290,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB TAB,ACTIRAB TAB,10,Strip,1,37.71,3771,37.71,3771,Sales - LG,Main - LG,ACTIRAB TAB,AT6463,100,Strip,100,3771,3771,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,10,Bottle,1,35.66,3566,35.66,3566,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6205,100,Bottle,100,3566,3566,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND - MF 60ml SUSP,STAND - MF 60ml SUSP,0,Bottle,1,18.17,1817,18.17,1817,Sales - LG,Main - LG,STAND - MF 60ml SUSP,AL6147,100,Bottle,100,1817,1817,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,20,Strip,1,58.97,11794,58.97,11794,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6114,200,Strip,200,11794,11794,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,67.28,6728,67.28,6728,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,100,Strip,100,6728,6728,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000408""",2000000509,06/09/2016,Pre-SI-,Lysten Global,06/09/2016 0:00,1,INR,Standard Selling,INR,1,15673,16535,16535,Debtors - LG,Ship/00004,VINAYAK AGENCIES,VINAYAK AGENCIES,06/09/2016 0:00,1,15673,15673,15673,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,862.01,15673,862.01,862.01,15673,862.01,,ACTIRAB - L CAP,ACTIRAB - L CAP,10,Strip,1,102.9,10290,102.9,10290,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6107,100,Strip,100,10290,10290,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND - MF 60ml SUSP,STAND - MF 60ml SUSP,0,Bottle,1,18.17,1817,18.17,1817,Sales - LG,Main - LG,STAND - MF 60ml SUSP,AL6147,100,Bottle,100,1817,1817,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,10,Bottle,1,35.66,3566,35.66,3566,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6205,100,Bottle,100,3566,3566,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000409""",2000000510,06/09/2016,Pre-SI-,Lysten Global,06/09/2016 0:00,1,INR,Standard Selling,INR,1,26620,28555,28555,Debtors - LG,Ship/00004,S.P.DISTRIBUTORS PHARMACEUTICAL DISTRIBUTORS,S.P.DISTRIBUTORS PHARMACEUTICAL DISTRIBUTORS,06/09/2016 0:00,1,26620,26620,26620,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1935.06,26620,1935.06,1935.06,26620,1935.06,,ACTIRAB - L CAP,ACTIRAB - L CAP,0,Strip,1,102.9,5145,102.9,5145,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6107,50,Strip,50,5145,5145,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.97,2948.5,58.97,2948.5,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6114,50,Strip,50,2948.5,2948.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEGO GEL 20mg,WEGO GEL 20mg,100,Tube,1,37.42,3742,37.42,3742,Sales - LG,Main - LG,WEGO GEL 20mg,E6129,100,Tube,100,3742,3742,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB TAB,ACTIRAB TAB,5,Strip,1,37.71,1885.5,37.71,1885.5,Sales - LG,Main - LG,ACTIRAB TAB,AT6463,50,Strip,50,1885.5,1885.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-844,100,Vial,100,6171,6171,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,67.28,6728,67.28,6728,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,100,Strip,100,6728,6728,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000410""",2000000511,09/09/2016,Pre-SI-,Lysten Global,09/09/2016 0:00,1,INR,Standard Selling,INR,1,0,0,0,Debtors - LG,Ship/00004,CHIRAYU PHARMA,CHIRAYU PHARMA,09/09/2016 0:00,1,0,0,0,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,0,0,0,0,0,0,,WEGO GEL 20mg,WEGO GEL 20mg,70,Tube,1,37.42,0,37.42,0,Sales - LG,Main - LG,WEGO GEL 20mg,E6129,0,Tube,0,0,0,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000411""",2000000512,09/09/2016,Pre-SI-,Lysten Global,09/09/2016 0:00,1,INR,Standard Selling,INR,1,7106,7764,7764,Debtors - LG,Ship/00004,SHEETAL AGENCIES,SHEETAL AGENCIES,09/09/2016 0:00,1,7106,7106,7106,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,658.06,7106,658.06,658.06,7106,658.06,,EMPOWER - OD TAB,EMPOWER - OD TAB,5,Strip,1,67.28,3364,67.28,3364,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,50,Strip,50,3364,3364,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEGO GEL 20mg,WEGO GEL 20mg,100,Tube,1,37.42,3742,37.42,3742,Sales - LG,Main - LG,WEGO GEL 20mg,E6129,100,Tube,100,3742,3742,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000412""",2000000513,09/09/2016,Pre-SI-,Lysten Global,09/09/2016 0:00,1,INR,Standard Selling,INR,1,71376,72804,72804,Debtors - LG,Ship/00004,BAJAJ PHARMA,BAJAJ PHARMA,09/09/2016 0:00,1,71376,71376,71376,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1427.52,71376,1427.52,1427.52,71376,1427.52,,GLUCOLYST -G1 TAB,GLUCOLYST -G1 TAB,0,Strip,1,33.84,3384,33.84,3384,Sales - LG,Main - LG,GLUCOLYST -G1 TAB,AT6381,100,Strip,100,3384,3384,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,10,Bottle,1,35.19,3519,35.19,3519,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6205,100,Bottle,100,3519,3519,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,40,Vial,1,61.71,12342,61.71,12342,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-844,200,Vial,200,12342,12342,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,5,Strip,1,58.2,2910,58.2,2910,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6114,50,Strip,50,2910,2910,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,1000,Strip,1,23.68,47360,23.68,47360,Sales - LG,Main - LG,LYCOREST TAB,AT6474,2000,Strip,2000,47360,47360,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB TAB,ACTIRAB TAB,5,Strip,1,37.22,1861,37.22,1861,Sales - LG,Main - LG,ACTIRAB TAB,AT6463,50,Strip,50,1861,1861,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000413""",2000000515,11/09/2016,Pre-SI-,Lysten Global,11/09/2016 0:00,1,INR,Standard Selling,INR,1,7164,7558,7558,Debtors - LG,Ship/00004,Saraswati Medical & General Stores,Saraswati Medical & General Stores,11/09/2016 0:00,1,7164,7164,7164,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,394.02,7164,394.02,394.02,7164,394.02,,LYCOREST TAB,LYCOREST TAB,150,Strip,1,23.88,7164,23.88,7164,Sales - LG,Main - LG,LYCOREST TAB,AT6472,300,Strip,300,7164,7164,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000414""",2000000516,11/09/2016,Pre-SI-,Lysten Global,11/09/2016 0:00,1,INR,Standard Selling,INR,1,18513,19531,19531,Debtors - LG,Ship/00004,Bramhagiri Enterprises,Bramhagiri Enterprises,11/09/2016 0:00,1,18513,18513,18513,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1018.21,18513,1018.21,1018.21,18513,1018.21,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,90,Vial,1,61.71,18513,61.71,18513,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-844,300,Vial,300,18513,18513,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000415""",2000000518,12/09/2016,Pre-SI-,Lysten Global,12/09/2016 0:00,1,INR,Standard Selling,INR,1,9655,10186,10186,Debtors - LG,Ship/00004,RAJAN DIST.,RAJAN DIST.,12/09/2016 0:00,1,9655,9655,9655,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,531.02,9655,531.02,531.02,9655,531.02,,STAR T TAB,STAR T TAB,0,Bottle,1,102.9,2058,102.9,2058,Sales - LG,Main - LG,STAR T TAB,AT6448,20,Bottle,20,2058,2058,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,10,Strip,1,58.97,5897,58.97,5897,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6114,100,Strip,100,5897,5897,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRYGESIC TAB,TRYGESIC TAB,100,Strip,1,17,1700,17,1700,Sales - LG,Main - LG,TRYGESIC TAB,AT6809,100,Strip,100,1700,1700,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000416""",2000000519,12/09/2016,Pre-SI-,Lysten Global,12/09/2016 0:00,1,INR,Standard Selling,INR,1,0,0,0,Debtors - LG,Ship/00004,AMOL GAIKWAD,AMOL GAIKWAD,12/09/2016 0:00,1,0,0,0,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,0,0,0,0,0,0,,LYCOREST TAB,LYCOREST TAB,0,Strip,1,24,0,24,0,Sales - LG,Main - LG,LYCOREST TAB,AT6472,0,Strip,0,0,0,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000417""",2000000520,13/09/2016,Pre-SI-,Lysten Global,13/09/2016 0:00,1,INR,Standard Selling,INR,1,53358,56764,56764,Debtors - LG,Ship/00004,M/S Danole Agencies,M/S Danole Agencies,13/09/2016 0:00,1,53358,53358,53358,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,3405.65,53358,3405.65,3405.65,53358,3405.65,,STAND -SP TAB,STAND -SP TAB,300,Strip,1,46.63,46630,46.63,46630,Sales - LG,Main - LG,STAND -SP TAB,AT6841,1000,Strip,1000,46630,46630,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,10,Strip,1,67.28,6728,67.28,6728,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,100,Strip,100,6728,6728,Cost of Goods Sold - LG,Stores - LG
