,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,10,Vial,1,61.71,3085.5,61.71,3085.5,Sales - LG,Main - LG,LYCORT 1 ml INJ,LTA-137,50,Vial,50,3085.5,3085.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND - MF 60ml SUSP,STAND - MF 60ml SUSP,0,Bottle,1,18.17,1817,18.17,1817,Sales - LG,Main - LG,STAND - MF 60ml SUSP,AL6147,100,Bottle,100,1817,1817,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000207""",2000000259,29/06/2016,Pre-SI-,Lysten Global,29/06/2016 0:00,1,INR,Standard Selling,INR,1,192000,202560,202560,Debtors - LG,Ship/00004,AMAR PHARMA,AMAR PHARMA,29/06/2016 0:00,1,192000,192000,192000,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,10560,192000,10560,10560,192000,10560,,LYCOREST TAB,LYCOREST TAB,2400,Strip,1,24,192000,24,192000,Sales - LG,Main - LG,LYCOREST TAB,AT6479,8000,Strip,8000,192000,192000,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000208""",2000000258,29/06/2016,Pre-SI-,Lysten Global,29/06/2016 0:00,1,INR,Standard Selling,INR,1,192000,202560,202560,Debtors - LG,Ship/00004,Amar Enterprises,Amar Enterprises,29/06/2016 0:00,1,192000,192000,192000,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,10560,192000,10560,10560,192000,10560,,LYCOREST TAB,LYCOREST TAB,2400,Strip,1,24,192000,24,192000,Sales - LG,Main - LG,LYCOREST TAB,AT6479,8000,Strip,8000,192000,192000,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000209""",2000000260,30/06/2016,Pre-SI-,Lysten Global,30/06/2016 0:00,1,INR,Standard Selling,INR,1,0,0,0,Debtors - LG,Ship/00004,PHARMA DEAL,PHARMA DEAL,30/06/2016 0:00,1,0,0,0,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,0,0,0,0,0,0,,,,,,1,,,,,Sales - LG,Main - LG,,,,,,,,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000210""",2000000261,30/06/2016,Pre-SI-,Lysten Global,30/06/2016 0:00,1,INR,Standard Selling,INR,1,133456,141738,141738,Debtors - LG,Ship/00004,MAYA SALES,MAYA SALES,30/06/2016 0:00,1,133456,133456,133456,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,8282,133456,8282,8282,133456,8282,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,67.28,13456,67.28,13456,Sales - LG,Main - LG,EMPOWER - OD TAB,FT-001,200,Strip,200,13456,13456,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,1500,Strip,1,24,120000,24,120000,Sales - LG,Main - LG,LYCOREST TAB,AT6479,5000,Strip,5000,120000,120000,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000211""",2000000262,01/07/2016,Pre-SI-,Lysten Global,30/06/2016 0:00,1,INR,Standard Selling,INR,1,0,0,0,Debtors - LG,Ship/00004,SHRI NATH DIST.,SHRI NATH DIST.,30/06/2016 0:00,1,0,0,0,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,-0.01,0,-0.01,-0.01,0,-0.01,,,,,,1,,,,,Sales - LG,Main - LG,,,,,,,,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000212""",2000000262,01/07/2016,Pre-SI-,Lysten Global,30/06/2016 0:00,1,INR,Standard Selling,INR,1,59117,62839,62839,Debtors - LG,Ship/00004,SHRI NATH DIST.,SHRI NATH DIST.,30/06/2016 0:00,1,59117,59117,59117,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,3722.39,59117,3722.39,3722.39,59117,3722.39,,LYCOREST TAB,LYCOREST TAB,600,Strip,1,24,48000,24,48000,Sales - LG,Main - LG,LYCOREST TAB,AT6479,2000,Strip,2000,48000,48000,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,67.28,6728,67.28,6728,Sales - LG,Main - LG,EMPOWER - OD TAB,FT-001,100,Strip,100,6728,6728,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGAIN - XT TAB,REGAIN - XT TAB,0,Strip,1,43.89,4389,43.89,4389,Sales - LG,Main - LG,REGAIN - XT TAB,AT6037,100,Strip,100,4389,4389,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000213""",2000000263,01/07/2016,Pre-SI-,Lysten Global,30/06/2016 0:00,1,INR,Standard Selling,INR,1,0,0,0,Debtors - LG,Ship/00004,TUSHAR BARODIA,TUSHAR BARODIA,30/06/2016 0:00,1,0,0,0,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,0,0,0,0,0,0,,ACTIRAB TAB,ACTIRAB TAB,0,Strip,1,37.71,0,37.71,0,Sales - LG,Main - LG,ACTIRAB TAB,AT6059,0,Strip,0,0,0,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000214""",2000000264,01/07/2016,Pre-SI-,Lysten Global,30/06/2016 0:00,1,INR,Standard Selling,INR,1,0,0,0,Debtors - LG,Ship/00004,TUSHAR BARODIA,TUSHAR BARODIA,30/06/2016 0:00,1,0,0,0,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,0,0,0,0,0,0,,ACTIRAB TAB,ACTIRAB TAB,0,Strip,1,37.71,0,37.71,0,Sales - LG,Main - LG,ACTIRAB TAB,AT6059,0,Strip,0,0,0,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000215""",2000000265,01/07/2016,Pre-SI-,Lysten Global,30/06/2016 0:00,1,INR,Standard Selling,INR,1,0,0,0,Debtors - LG,Ship/00004,TUSHAR BARODIA,TUSHAR BARODIA,30/06/2016 0:00,1,0,0,0,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,0,0,0,0,0,0,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,0,26.06,0,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6060,0,Bottle,0,0,0,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000216""",2000000266,01/07/2016,Pre-SI-,Lysten Global,01/07/2016 0:00,1,INR,Standard Selling,INR,1,14199.96,14981,14981,Debtors - LG,Ship/00004,RUBY PHARMA,RUBY PHARMA,01/07/2016 0:00,1,14199.96,14199.96,14199.96,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,781,14199.96,781,781,14199.96,781,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-843,100,Vial,100,6171,6171,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,10,Bottle,1,35.66,3566,35.66,3566,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6160,100,Bottle,100,3566,3566,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.97,1179.4,58.97,1179.4,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,20,Strip,20,1179.4,1179.4,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,25,Bottle,1,26.06,3283.56,26.06,3283.56,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6060,126,Bottle,126,3283.56,3283.56,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000217""",2000000268,01/07/2016,Pre-SI-,Lysten Global,01/07/2016 0:00,1,INR,Standard Selling,INR,1,27979,29518,29518,Debtors - LG,Ship/00004,OM AGENCIES,OM AGENCIES,01/07/2016 0:00,1,27979,27979,27979,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1538.85,27979,1538.85,1538.85,27979,1538.85,,STAND -SP TAB,STAND -SP TAB,20,Strip,1,46.63,4663,46.63,4663,Sales - LG,Main - LG,STAND -SP TAB,AT6368,100,Strip,100,4663,4663,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - L CAP,ACTIRAB - L CAP,5,Strip,1,102.9,5145,102.9,5145,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6031,50,Strip,50,5145,5145,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,150,Strip,1,24,12000,24,12000,Sales - LG,Main - LG,LYCOREST TAB,AT6479,500,Strip,500,12000,12000,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-843,100,Vial,100,6171,6171,Cost of Goods Sold - LG,Stores - LG
,,"""Pre-SI-0000000218""",2000000269,01/07/2016,Pre-SI-,Lysten Global,01/07/2016 0:00,1,INR,Standard Selling,INR,1,35646.4,37610,37610,Debtors - LG,Ship/00004,ASHA MEDICAL STORE,ASHA MEDICAL STORE,01/07/2016 0:00,1,35646.4,35646.4,35646.4,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1963.98,35646.4,1963.98,1963.98,35646.4,1963.98,,LYCOREST TAB,LYCOREST TAB,165,Strip,1,24,13200,24,13200,Sales - LG,Main - LG,LYCOREST TAB,AT6479,550,Strip,550,13200,13200,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB TAB,ACTIRAB TAB,3,Strip,1,37.71,1131.3,37.71,1131.3,Sales - LG,Main - LG,ACTIRAB TAB,AT6463,30,Strip,30,1131.3,1131.3,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND -SP TAB,STAND -SP TAB,0,Strip,1,46.63,1398.9,46.63,1398.9,Sales - LG,Main - LG,STAND -SP TAB,AT6368,30,Strip,30,1398.9,1398.9,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLUCOLYST -G1 TAB,GLUCOLYST -G1 TAB,0,Strip,1,34.29,1028.7,34.29,1028.7,Sales - LG,Main - LG,GLUCOLYST -G1 TAB,AT6060,30,Strip,30,1028.7,1028.7,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.97,1769.1,58.97,1769.1,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,30,Strip,30,1769.1,1769.1,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,3,Bottle,1,35.66,1069.8,35.66,1069.8,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6160,30,Bottle,30,1069.8,1069.8,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAR T TAB,STAR T TAB,0,Bottle,1,102.9,3087,102.9,3087,Sales - LG,Main - LG,STAR T TAB,AT6448,30,Bottle,30,3087,3087,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - L CAP,ACTIRAB - L CAP,0,Strip,1,102.9,3087,102.9,3087,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6031,30,Strip,30,3087,3087,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,781.8,26.06,781.8,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6060,30,Bottle,30,781.8,781.8,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND - MF 60ml SUSP,STAND - MF 60ml SUSP,0,Bottle,1,18.17,363.4,18.17,363.4,Sales - LG,Main - LG,STAND - MF 60ml SUSP,AL6147,20,Bottle,20,363.4,363.4,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-843,100,Vial,100,6171,6171,Cost of Goods Sold - LG,Stores - LG
